source_type;source_system;schema_name;table_name;column_name;ordinal_position;is_nullable;data_type;character_maximum_length;numeric_precision;numeric_scale;datetime_precision;active_ind;business_name;window_date_column;filter_column;business_key_ind;distinct_ind;special_ind;comment
db;api;api;g_account;id;1;YES;int4;;32;0;;1;;;;1;0;0;
db;api;api;g_account;created;2;YES;timestamp;;;;6;1;;;;0;0;0;
db;api;api;g_account;created_by;3;YES;varchar;100;;;;0;;;;0;0;0;
db;api;api;g_account;modified;4;YES;timestamp;;;;6;1;;;;0;0;0;
db;api;api;g_account;modified_by;5;YES;varchar;100;;;;0;;;;0;0;0;
db;api;api;g_account;status_id;6;NO;int4;;32;0;;1;;;;0;0;0;
db;api;api;g_account;user_id;7;NO;int4;;32;0;;1;;;;0;0;0;
db;api;api;g_account;partner_id;8;NO;int4;;32;0;;1;;;;0;0;0;
db;api;api;g_account;ext_partner_ref;9;NO;varchar;500;;;;0;;;;0;0;0;
db;api;api;g_account;ref_id;10;YES;varchar;100;;;;1;;;;0;0;0;
db;api;api;g_account_attribute;id;1;NO;int4;;32;0;;1;;;;1;0;0;
db;api;api;g_account_attribute;account_attribute_group_id;2;NO;int4;;32;0;;1;;;;0;0;0;
db;api;api;g_account_attribute;account_attribute_name_id;3;NO;int4;;32;0;;1;;;;0;0;0;
db;api;api;g_account_attribute_group;id;1;NO;int4;;32;0;;1;;;;1;0;0;
db;api;api;g_account_attribute_group;name;2;NO;varchar;20;;;;1;;;;0;0;0;
db;api;api;g_account_attribute_name;id;1;NO;int4;;32;0;;1;;;;1;0;0;
db;api;api;g_account_attribute_name;name;2;NO;varchar;20;;;;1;;;;0;0;0;
db;api;api;g_account_attribute_value;id;1;NO;bigint;;64;0;;1;;;;1;0;0;
db;api;api;g_account_attribute_value;account_id;2;YES;integer;;32;0;;1;;;;0;0;0;
db;api;api;g_account_attribute_value;account_attribute_id;3;NO;integer;;32;0;;1;;;;0;0;0;
db;api;api;g_account_attribute_value;value;4;NO;character varying;100;;;;1;;;;0;0;0;
db;api;api;g_account_attribute_value;created;5;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_account_attribute_value;created_by;6;YES;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_account_attribute_value;modified;7;YES;timestamp without time zone;;;;6;1;;;;0;0;0;
db;api;api;g_account_attribute_value;modified_by;8;YES;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_account_partner_attribute;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_account_partner_attribute;partner_id;2;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_account_partner_attribute;account_attribute_id;3;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_account_transactions;id;1;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_account_transactions;ref_id;2;YES;character varying;200;;;;0;;;;0;0;0;
db;api;api;g_account_transactions;created;3;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_account_transactions;created_by;4;YES;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_account_transactions;modified;5;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_account_transactions;modified_by;6;YES;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_account_transactions;account_id;7;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_account_transactions;transaction_id;8;YES;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_account_transactions;name;9;NO;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_account_transactions;amount;10;YES;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_account_transactions;country_currency_id;11;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_account_transactions;description;12;YES;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_account_transactions;recipient_iban;13;YES;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_account_transactions;recipient_bic;14;YES;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_account_transactions;recipient_name;15;YES;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_account_transactions;end_to_end_id;16;YES;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_address;id;1;NO;integer;;32;0;;1;;;;1;0;0;
db;api;api;g_address;created;2;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_address;created_by;3;YES;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_address;modified;4;YES;timestamp without time zone;;;;6;1;;;;0;0;0;
db;api;api;g_address;modified_by;5;YES;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_address;user_id;6;YES;integer;;32;0;;1;;;;0;0;0;
db;api;api;g_address;address_type_id;7;NO;integer;;32;0;;1;;;;0;0;0;
db;api;api;g_address;country_state_id;8;YES;integer;;32;0;;1;;;;0;0;0;
db;api;api;g_address;line_1;9;YES;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_address;line_2;10;YES;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_address;postal_code;11;YES;character varying;100;;;;1;;;;0;0;0;
db;api;api;g_address;city;12;YES;character varying;100;;;;1;;;;0;0;0;
db;api;api;g_address_proof_type;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_address_proof_type;address_proof_type;2;NO;text;;;;;0;;;;0;0;0;
db;api;api;g_address_type;id;1;NO;integer;;32;0;;1;;;;1;0;0;
db;api;api;g_address_type;name;2;NO;character varying;20;;;;1;;;;0;0;0;
db;api;api;g_all_booking_view;id;1;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_all_booking_view;account_id;2;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_all_booking_view;timestamp;3;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_all_booking_view;search_string;4;YES;character varying;5000;;;;0;;;;0;0;0;
db;api;api;g_all_booking_view;booking_id;5;YES;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_all_booking_view;reservation_id;6;YES;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_all_booking_view;transaction_id;7;YES;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_atm_withdrawal_month_counter;year_month;1;NO;date;;;;0;0;;;;0;0;0;
db;api;api;g_atm_withdrawal_month_counter;counter;2;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_atm_withdrawal_month_counter;card_id;3;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_atm_withdrawal_month_counter;creation_date;4;NO;timestamp with time zone;;;;4;0;;;;0;0;0;
db;api;api;g_atm_withdrawal_month_counter;modified;5;NO;timestamp with time zone;;;;4;0;;;;0;0;0;
db;api;api;g_atm_withdrawal_month_counter;account_id;6;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_attribute;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_attribute;datatype_id;2;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_attribute;name;3;NO;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_attribute;description;4;NO;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_authority;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_authorization;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_authorization;ref_id;2;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_authorization;created;3;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_authorization;created_by;4;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_authorization;modified;5;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_authorization;modified_by;6;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_authorization;account_id;7;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_authorization;external_ref;8;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_authorization;authorization_type_id;9;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_authorization;status_id;10;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_authorization;updated_at;11;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_authorization;url;12;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_authorization;response_body;13;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_authorization;response_code;14;YES;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_authorization_type;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_authorization_type;name;2;NO;character varying;255;;;;0;;;;0;0;0;
db;api;api;g_authorization_type;description;3;YES;character varying;255;;;;0;;;;0;0;0;
db;api;api;g_booking_category;id;1;NO;int4;;32;0;;1;;;;1;0;0;
db;api;api;g_booking_category;tomorrow_category;2;YES;text;;;;;1;;;;0;0;0;
db;api;api;g_booking_category;identifier;3;YES;text;;;;;1;;;;0;0;0;
db;api;api;g_booking_category;category_enum;4;YES;text;;;;;1;;;;0;0;0;
db;api;api;g_booking_category_mapping;id;1;NO;int8;;64;0;;1;;;;1;0;0;
db;api;api;g_booking_category_mapping;ref_id;2;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_booking_category_mapping;created;3;YES;timestamp;;;;6;0;;;;0;0;0;
db;api;api;g_booking_category_mapping;created_by;4;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_booking_category_mapping;modified;5;YES;timestamp;;;;6;1;;;;0;0;0;
db;api;api;g_booking_category_mapping;modified_by;6;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_booking_category_mapping;booking_category_mapping_type_id;7;NO;int4;;32;0;;1;;;;0;0;0;
db;api;api;g_booking_category_mapping;booking_category_id;8;NO;int4;;32;0;;1;;;;0;0;0;
db;api;api;g_booking_category_mapping;booking_id;9;NO;int8;;64;0;;1;;;;0;0;0;
db;api;api;g_booking_category_mapping_type;id;1;NO;int4;;32;0;;1;;;;1;0;0;
db;api;api;g_booking_category_mapping_type;name;2;NO;text;;;;;1;;;;0;0;0;
db;api;api;g_booking_category_mapping_type;description;3;YES;text;;;;;1;;;;0;0;0;
db;api;api;g_booking_duplicate;id;1;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_booking_duplicate;created_at;2;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_booking_duplicate;external_ref;3;NO;character varying;36;;;;0;;;;0;0;0;
db;api;api;g_booking_duplicate;hash;4;NO;character varying;255;;;;0;;;;0;0;0;
db;api;api;g_booking_hash;id;1;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_booking_hash;created_at;2;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_booking_hash;external_ref;3;NO;character varying;36;;;;0;;;;0;0;0;
db;api;api;g_booking_hash;hash;4;NO;character varying;255;;;;0;;;;0;0;0;
db;api;api;g_booking_type;id;1;NO;int4;;32;0;;1;;;;1;0;0;
db;api;api;g_booking_type;name;2;NO;varchar;255;;;;1;;;;0;0;0;
db;api;api;g_booking_type;description;3;YES;varchar;255;;;;1;;;;0;0;0;
db;api;api;g_bookings;id;1;NO;int8;;64;0;;1;;;;1;0;0;
db;api;api;g_bookings;ref_id;2;YES;varchar;200;;;;1;;;;0;0;0;
db;api;api;g_bookings;created;3;YES;timestamp;;;;6;1;;;;0;0;0;
db;api;api;g_bookings;created_by;4;YES;varchar;100;;;;0;;;;0;0;0;
db;api;api;g_bookings;modified;5;YES;timestamp;;;;6;1;;;;0;0;0;
db;api;api;g_bookings;modified_by;6;YES;varchar;100;;;;0;;;;0;0;0;
db;api;api;g_bookings;external_ref;7;YES;varchar;500;;;;0;;;;0;0;0;
db;api;api;g_bookings;account_id;8;NO;int4;;32;0;;1;;;;0;0;0;
db;api;api;g_bookings;creation_date;9;YES;date;;;;0;1;;;;0;0;0;
db;api;api;g_bookings;valuta_date;10;YES;date;;;;0;1;;;;0;0;0;
db;api;api;g_bookings;booking_date;11;YES;date;;;;0;1;;;;0;0;0;
db;api;api;g_bookings;booking_type_id;12;NO;int4;;32;0;;1;;;;0;0;0;
db;api;api;g_bookings;amount;13;YES;int8;;64;0;;1;;;;0;0;0;
db;api;api;g_bookings;country_currency_id;14;NO;int4;;32;0;;1;;;;0;0;0;
db;api;api;g_bookings;description;15;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_bookings;recipient_bic;16;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_bookings;recipient_iban;17;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_bookings;recipient_name;18;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_bookings;sender_bic;19;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_bookings;sender_iban;20;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_bookings;sender_name;21;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_bookings;end_to_end_id;22;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_bookings;creditor_identifier;23;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_bookings;mandate_reference;24;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_bookings;transaction_id;25;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_bookings;return_transaction_id;26;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_bookings;sepa_return_code;27;YES;text;;;;;1;;;;0;0;0;
db;api;api;g_bookings;sepa_return_reason;28;YES;text;;;;;1;;;;0;0;0;
db;api;api;g_bookings;sepa_return_reason_definition;29;YES;text;;;;;1;;;;0;0;0;
db;api;api;g_bookings;meta_info;30;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_bookings;recorded_at;31;YES;timestamp;;;;6;0;;;;0;0;0;
db;api;api;g_bookings;reconciliation_id;32;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_bookings;timestamp;33;YES;timestamp;;;;6;1;;;;0;0;0;
db;api;api;g_bookings;search_string;34;YES;character varying;5000;;;;0;;;;0;0;0;
db;api;api;g_card;id;1;NO;int4;;32;0;;1;;;;1;0;0;
db;api;api;g_card;ref_id;2;YES;varchar;200;;;;1;;;;0;0;0;
db;api;api;g_card;created;3;YES;timestamp;;;;6;1;;;;0;0;0;
db;api;api;g_card;created_by;4;YES;varchar;100;;;;0;;;;0;0;0;
db;api;api;g_card;modified;5;YES;timestamp;;;;6;1;;;;0;0;0;
db;api;api;g_card;modified_by;6;YES;varchar;100;;;;0;;;;0;0;0;
db;api;api;g_card;external_ref;7;YES;varchar;500;;;;0;;;;0;0;0;
db;api;api;g_card;account_id;8;NO;int4;;32;0;;1;;;;0;0;0;
db;api;api;g_card;card_type_id;9;NO;int4;;32;0;;1;;;;0;0;0;
db;api;api;g_card;status_id;10;NO;int4;;32;0;;1;;;;0;0;0;
db;api;api;g_card;card_representation_id;11;YES;int4;;32;0;;1;;;;0;0;0;
db;api;api;g_card;expiration_date;12;YES;date;;;;0;1;;;;0;0;0;
db;api;api;g_card;person_ext_ref;13;YES;varchar;500;;;;0;;;;0;0;0;
db;api;api;g_card;account_ext_ref;14;YES;varchar;500;;;;0;;;;0;0;0;
db;api;api;g_card;business_ext_ref;15;YES;varchar;500;;;;0;;;;0;0;0;
db;api;api;g_card;pin_set;16;YES;bool;;;;;0;;;;0;0;0;
db;api;api;g_card_authorization;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_card_authorization;card_id;2;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_card_authorization;authorization_id;3;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_card_limit;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_card_limit;card_id;2;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_card_limit;daily_max_amount_cents;3;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_card_limit;daily_max_transactions;4;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_card_limit;monthly_max_amount_cents;5;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_card_limit;monthly_max_transactions;6;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_card_limit;limit_type_id;7;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_card_limit_type;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_card_limit_type;daily_limit_cents;2;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_card_limit_type;daily_limit_transactions;3;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_card_limit_type;limit_type;4;NO;character varying;50;;;;0;;;;0;0;0;
db;api;api;g_card_limit_type;monthly_limit_cents;5;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_card_limit_type;monthly_limit_transactions;6;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_card_merchant;id;1;NO;int8;;64;0;;1;;;;1;0;0;
db;api;api;g_card_merchant;ref_id;2;YES;text;;;;;1;;;;0;0;0;
db;api;api;g_card_merchant;created;3;YES;timestamp;;;;6;0;;;;0;0;0;
db;api;api;g_card_merchant;created_by;4;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_card_merchant;modified;5;YES;timestamp;;;;6;1;;;;0;0;0;
db;api;api;g_card_merchant;modified_by;6;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_card_merchant;country_id;7;YES;int4;;32;0;;1;;;;0;0;0;
db;api;api;g_card_merchant;category_code;8;YES;text;;;;;1;;;;0;0;0;
db;api;api;g_card_merchant;name;9;YES;text;;;;;1;;;;0;0;0;
db;api;api;g_card_merchant;town;10;YES;text;;;;;1;;;;0;0;0;
db;api;api;g_card_metadata;id;1;NO;bigint;;64;0;;1;;;;1;0;0;
db;api;api;g_card_metadata;ref_id;2;YES;text;;;;;1;;;;0;0;0;
db;api;api;g_card_metadata;created;3;YES;timestamp without time zone;;;;6;1;;;;0;0;0;
db;api;api;g_card_metadata;created_by;4;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_card_metadata;modified;5;YES;timestamp without time zone;;;;6;1;;;;0;0;0;
db;api;api;g_card_metadata;modified_by;6;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_card_metadata;booking_id;7;NO;bigint;;64;0;;1;;;;0;0;0;
db;api;api;g_card_metadata;card_id;8;NO;integer;;32;0;;1;;;;0;0;0;
db;api;api;g_card_metadata;external_reservation_id;9;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_card_metadata;transaction_time;10;YES;timestamp without time zone;;;;6;1;;;;0;0;0;
db;api;api;g_card_metadata;merchant_id;11;NO;bigint;;64;0;;1;;;;0;0;0;
db;api;api;g_card_metadata;pos_entry_mode_id;12;NO;integer;;32;0;;1;;;;0;0;0;
db;api;api;g_card_metadata;transaction_type;13;YES;text;;;;;1;;;;0;0;0;
db;api;api;g_card_metadata;currency_id;14;NO;integer;;32;0;;1;;;;0;0;0;
db;api;api;g_card_metadata;unit;15;YES;text;;;;;1;;;;0;0;0;
db;api;api;g_card_metadata;value;16;NO;bigint;;64;0;;1;;;;0;0;0;
db;api;api;g_card_metadata;fx_rate;17;NO;text;;;;;1;;;;0;0;0;
db;api;api;g_card_metadata;transaction_date;18;YES;date;;;;0;1;;;;0;0;0;
db;api;api;g_card_metadata;trace_id;19;YES;text;;;;;0;;;;0;0;0;
db;api;api;g_card_name_shortening_patterns;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_card_name_shortening_patterns;abbreviation;2;YES;character varying;255;;;;0;;;;0;0;0;
db;api;api;g_card_name_shortening_patterns;long_version;3;YES;character varying;255;;;;0;;;;0;0;0;
db;api;api;g_card_pin_change;id;1;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_card_pin_change;created;2;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_card_pin_change;modified;3;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_card_pin_change;card_id;4;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_card_pin_change;authorization_id;5;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_card_pin_change;status_id;6;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_card_pos_entry_mode;id;1;NO;int4;;32;0;;1;;;;1;0;0;
db;api;api;g_card_pos_entry_mode;name;2;YES;text;;;;;1;;;;0;0;0;
db;api;api;g_card_pos_entry_mode;description;3;YES;text;;;;;1;;;;0;0;0;
db;api;api;g_card_representation;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_card_representation;line_1;2;YES;character varying;255;;;;0;;;;0;0;0;
db;api;api;g_card_representation;masked_pan;3;YES;character varying;255;;;;0;;;;0;0;0;
db;api;api;g_card_representation;formatted_expiration_date;4;YES;character varying;255;;;;0;;;;0;0;0;
db;api;api;g_card_type;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_card_type;name;2;NO;character varying;255;;;;0;;;;0;0;0;
db;api;api;g_card_type;description;3;YES;character varying;255;;;;0;;;;0;0;0;
db;api;api;g_client;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_client;client_name;2;NO;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_configuration;key;1;NO;character varying;255;;;;0;;;;0;0;0;
db;api;api;g_configuration;value;2;YES;character varying;500;;;;0;;;;0;0;0;
db;api;api;g_configuration;encrypted;3;NO;boolean;;;;;0;;;;0;0;0;
db;api;api;g_configuration;property_name;4;YES;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_configuration;property_target;5;YES;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_configuration;comment;6;YES;character varying;255;;;;0;;;;0;0;0;
db;api;api;g_country;id;1;YES;int4;;32;0;;1;;;;1;0;0;
db;api;api;g_country;isoname;2;YES;varchar;20;;;;1;;;;0;0;0;
db;api;api;g_country;name;3;YES;varchar;20;;;;1;;;;0;0;0;
db;api;api;g_country_currency;id;1;NO;integer;;32;0;;1;;;;1;0;0;
db;api;api;g_country_currency;country_id;2;NO;integer;;32;0;;1;;;;0;0;0;
db;api;api;g_country_currency;currency_unit_id;3;NO;integer;;32;0;;1;;;;0;0;0;
db;api;api;g_country_currency;name;4;NO;character varying;100;;;;1;;;;0;0;0;
db;api;api;g_country_state;id;1;NO;integer;;32;0;;1;;;;1;0;0;
db;api;api;g_country_state;country_id;2;NO;integer;;32;0;;1;;;;0;0;0;
db;api;api;g_country_state;state_id;3;NO;integer;;32;0;;1;;;;0;0;0;
db;api;api;g_currency;id;1;NO;integer;;32;0;;1;;;;1;0;0;
db;api;api;g_currency;code;2;NO;character varying;20;;;;1;;;;0;0;0;
db;api;api;g_currency;numeric_code;3;NO;integer;;32;0;;1;;;;0;0;0;
db;api;api;g_currency_unit;id;1;NO;integer;;32;0;;1;;;;1;0;0;
db;api;api;g_currency_unit;unit_id;2;NO;integer;;32;0;;1;;;;0;0;0;
db;api;api;g_currency_unit;currency_id;3;NO;integer;;32;0;;1;;;;0;0;0;
db;api;api;g_currency_unit;name;4;NO;character varying;100;;;;1;;;;0;0;0;
db;api;api;g_customer_type;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_customer_type;customer_type;2;NO;character varying;15;;;;0;;;;0;0;0;
db;api;api;g_daily_spending;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_daily_spending;card_id;2;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_daily_spending;spending_date;3;NO;date;;;;;0;;;;0;0;0;
db;api;api;g_daily_spending;spent_cents;4;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_daily_spending;spent_count;5;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_daily_spending;version;6;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_daily_spending;limit_type_id;7;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_datatype;id;1;NO;integer;;32;0;;0;;;;0;0;0;
db;api;api;g_datatype;name;2;NO;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_datatype;description;3;NO;character varying;100;;;;0;;;;0;0;0;
db;api;api;g_direct_debit;id;1;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_direct_debit;amount;2;NO;bigint;;64;0;;0;;;;0;0;0;
db;api;api;g_direct_debit;collection_date;3;NO;date;;;;0;0;;;;0;0;0;
db;api;api;g_direct_debit;created;4;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_direct_debit;description;5;YES;character varying;140;;;;0;;;;0;0;0;
db;api;api;g_direct_debit;end_to_end_id;6;YES;character varying;50;;;;0;;;;0;0;0;
db;api;api;g_direct_debit;external_ref;7;NO;character varying;50;;;;0;;;;0;0;0;
db;api;api;g_direct_debit;modified;8;YES;timestamp without time zone;;;;6;0;;;;0;0;0;
db;api;api;g_direct_debit;ref_id;9;NO;character varying;36;;;;0;;;;0;0;0;
db;api;api;g_direct_debit;reference;10;NO;character varying;50;;;;0;;;;0;0;0;
